name,candidate_id,age,gender,no_children,emp_card_id
Oliver Spring,936237,30.0,Female,0,
Roland Munroe,904029,46.0,Male,2,
Kimberly Loeb,943421,30.0,Female,0,
Brian Rodriguez,938265,28.0,Female,0,
Andrew Emery,897554,53.0,Male,2,7352
Carolee Crook,899071,47.0,Male,2,8613
Erica Mcdavid,905053,46.0,Male,2,
Rosalie Creighton,935817,31.0,Female,2,
Joanna Vantassel,937899,24.0,Female,0,
Elizabeth Jarboe,896659,49.0,Male,2,
John Price,931733,37.0,Female,0,
Edward Monaghan,924173,56.0,Male,1,
Sam Slack,916254,40.0,Male,2,
Richard Johnson,913987,49.0,Male,1,2811
Katie Adkins,909267,54.0,Male,2,3092
Betty Batts,917932,48.0,Female,,2426
Shirley Cirrincione,912149,24.0,Male,2,
Kent Moses,896783,40.0,Male,2,
John Thompson,936960,26.0,Female,0,
Madelene Lepine,904239,44.0,Male,1,
Robert Williams,944125,32.0,Female,0,
Fredrick Napier,924182,48.0,Male,,2066
Joseph Isaacs,944610,29.0,Female,0,
Gwen Quay,926786,40.0,Male,2,
Gregory Mroz,930304,27.0,Female,0,
Wilma Williamson,912199,47.0,Male,,
Eric Fields,940088,42.0,Male,2,
Kathleen Bowman,936546,28.0,Female,0,
Thomas Painter,918068,37.0,Female,2,7174
Gary Lipinski,898038,40.0,Male,1,8025
David Madeiros,936008,22.0,Female,0,
Randall Holmes,901718,47.0,Male,2,3885
Steven Steir,910138,44.0,Male,1,5305
Andrew Stewart,944326,29.0,Female,0,
James Whaley,927007,38.0,Male,1,
James Meade,927566,44.0,Male,2,
Dave Evans,931053,23.0,Female,0,
Frank Purser,904881,37.0,Male,2,
Melissa Crowder,935596,28.0,Female,0,
Renee Carter,936655,19.0,Female,0,
Mary Sharp,905439,44.0,Male,,
Joshua Capito,936012,23.0,Female,0,
Chris Davis,908857,62.0,Male,1,1456
Thomas Todd,942353,43.0,Male,2,
Alvina Covington,906511,31.0,Female,,5861
Larry Tso,909652,53.0,Male,,4957
Charles Brooks,903520,36.0,Male,1,
Edward Brandl,946218,26.0,Female,0,
Kenneth Wise,921170,31.0,Female,0,
Isis Stewart,904245,37.0,Male,1,
Robert Pring,944222,33.0,Female,0,
Beatrice Yancey,942267,42.0,Male,,
Robert Allen,897614,42.0,Male,2,448
Jerrod Wilbanks,903126,42.0,Male,2,
Martha Thomas,931428,28.0,Female,0,
Andrew Gross,942584,32.0,Female,1,3425
Oscar Baker,920945,34.0,Female,0,
Bryon Sanchez,912663,31.0,Male,,
Steven Wade,934232,39.0,Female,,8097
Tommy Malinski,937679,29.0,Female,0,
Maureen Salamanca,899232,48.0,Male,1,
Mary White,937406,32.0,Female,0,
Marilyn Branch,925107,36.0,Male,2,
Roger Houston,910950,39.0,Male,1,
Jonathan Young,933629,39.0,Male,2,
Adriana Richart,898020,40.0,Male,2,6095
Jackie Jackson,909692,49.0,Male,2,4176
Michael Schweinsberg,916310,43.0,Male,1,
Andrea Liebsch,901667,44.0,Male,2,229
Helen Wingate,909372,54.0,Male,2,
Allene Ruiz,940988,46.0,Male,1,
Fred Thompson,942828,44.0,Female,0,
Heather Raines,919083,20.0,Female,,
Ronald Miller,897977,49.0,Male,,4395
Carolyn Wills,907249,52.0,Male,,2583
Joan Bennett,909216,51.0,Male,,6655
Marjorie Studeny,922902,28.0,Female,0,
Kevin Cunningham,903853,43.0,Male,,
Todd Martin,901481,44.0,Male,,
John Robb,945531,23.0,Female,0,
Kristie Mielke,928547,44.0,Female,,2973
Adam Gaston,915301,40.0,Male,1,
Rosa Knoerzer,934355,43.0,Female,2,3817
William Kerr,938902,34.0,Male,0,
Jerrell Johnson,911784,25.0,Male,,
Rebecca Maher,915110,38.0,Male,,
Henry Gravois,913606,48.0,Male,3,1330
Andrea Carlucci,917181,45.0,Female,3,307
Juan Golden,920318,38.0,Female,0,
Cynthia Buckhalter,940600,41.0,Male,2,
Neal Wear,940042,44.0,Male,1,
Sammie Miller,902787,39.0,Male,2,
Johnnie Hall,913289,51.0,Male,2,9684
Mary Mize,910025,53.0,Male,2,155
Laurie King,899090,40.0,Male,,335
Felipe Lovejoy,935564,26.0,Female,0,
Patricia Reyes,940602,31.0,Male,1,
Philip Zuniga,898280,48.0,Male,,6262
Jimmy Bannister,935022,48.0,Female,,453
Kathleen Helquist,913042,38.0,Female,1,8427
Jeremy Taylor,909518,57.0,Male,,8628
Hellen Johnson,936066,35.0,Female,2,
Willie Crosby,910022,49.0,Male,0,
Kimberly Gray,911263,44.0,Male,2,
Lisa Roney,928146,30.0,Female,,7300
Ernest Gibson,901227,57.0,Male,1,4397
James Trollinger,901182,50.0,Male,1,4475
Denise Lucio,926543,40.0,Male,,
Francis Spellman,924434,55.0,Male,3,5959
Julia Chen,922029,36.0,Female,0,
Robert Lofton,928586,40.0,Female,2,4133
Jerry Bryan,907535,53.0,Male,1,5055
Margaret Mehta,902362,44.0,Male,2,
Jennifer Alvarez,934005,38.0,Male,1,
Pamela Brown,917798,43.0,Female,,247
Carlton Singer,941370,25.0,Male,2,
Ophelia Munoz,913538,52.0,Male,1,
Carl Bernstein,935063,36.0,Female,1,6054
Benjamin Friley,899315,57.0,Male,,652
Ben Schinke,909928,56.0,Male,2,3341
Margaret Mcilwain,917146,35.0,Female,1,2410
Jean Dixon,916675,40.0,Male,2,
Juan Shaw,945369,38.0,Female,0,
Charlotte Tatro,943555,29.0,Female,0,
Pamela Martin,939483,39.0,Male,,
Roger Kuker,909982,55.0,Male,1,502
Douglas Figueroa,916765,34.0,Female,1,6387
Louis Ishman,927851,44.0,Female,,7175
Lisa Quintanilla,923109,33.0,Female,0,
Shonda Rhoads,946154,30.0,Female,0,
Ken Marusarz,901418,48.0,Male,,2968
Michelle Williams,906310,39.0,Female,2,4939
Harold Reed,929457,34.0,Female,0,
Edward Bullock,933528,39.0,Male,2,
Nancy Clark,913701,47.0,Male,1,3307
Christine Jackson,928244,37.0,Female,1,3641
Lydia Bailey,914558,41.0,Male,3,
Joshua Tecuanhuey,923866,51.0,Male,0,1107
Ed Picard,929559,33.0,Female,0,
Eva Elliam,909580,52.0,Male,1,2774
Randall Fernandez,921680,28.0,Female,0,
Joseph Pitts,938097,37.0,Female,0,
Virginia Poloskey,898535,45.0,Male,2,4078
Dee Cifuentes,909006,48.0,Male,,846
Kristen Rettig,897281,51.0,Male,1,7302
Vicky James,939882,41.0,Male,2,
Gail Turner,936126,30.0,Female,1,
Ruth Whitehouse,914668,42.0,Male,2,
Ella Deming,912508,57.0,Male,1,
Dixie Valverde,914484,38.0,Male,,
Harold Huseth,901342,46.0,Male,1,9626
Sharon Crane,917559,33.0,Female,1,5434
David Dozier,897134,44.0,Male,,6747
Josefina Sunderland,908504,51.0,Male,3,
Debra Dailey,924322,53.0,Male,2,
Mark Bathke,923415,45.0,Male,0,5744
Dianna Puckett,906251,36.0,Female,1,4563
Kathy Faunce,901875,48.0,Male,,8994
Delores Hall,933838,33.0,Male,1,
Amanda Bean,916588,34.0,Male,3,
Rose Hill,908140,52.0,Male,1,120
Ted Akers,908940,59.0,Male,1,3157
Bruce Barnes,931721,25.0,Female,0,
Rebecca Barrios,910520,47.0,Male,1,1509
Kendra Daniels,916712,43.0,Male,,
Robert Goff,900873,52.0,Male,1,5582
John Hickey,912033,36.0,Male,2,
Merlin Seley,924936,44.0,Male,2,
Kandace Lopez,940944,44.0,Male,0,
Dollie Leffler,913779,58.0,Male,,7299
Todd Johnson,937401,29.0,Female,0,
Francisca Anello,900272,42.0,Male,1,3151
David Turner,904169,42.0,Male,2,
David Hernandez,940005,37.0,Male,,
Andrea Martinez,903172,43.0,Male,2,
Gerald Loiselle,899910,47.0,Male,1,9921
Kathryn Emery,929584,31.0,Female,0,
Lois Murphy,934409,43.0,Female,1,8975
Gordon Deramus,902661,44.0,Male,2,
Marguerite Vanmeter,901263,45.0,Male,3,14
Kathleen Whitenton,933548,29.0,Male,1,
Arthur Tedesco,904939,35.0,Male,1,
Rosa Steppe,939946,43.0,Male,,
Anne Shaw,939059,45.0,Male,,
Lois Smith,921488,22.0,Female,0,
Donald Mazor,918773,37.0,Female,1,6453
Barbara Taylor,919874,25.0,Female,0,
Beth White,939920,35.0,Male,1,
James Bain,902439,34.0,Male,1,
Alice Fiscus,901648,50.0,Male,2,8110
Carlos Quintana,921323,29.0,Female,0,
John Busch,918463,43.0,Female,0,5158
Robert Abreu,910003,51.0,Male,1,9442
Steve Marcus,905050,44.0,Male,1,
Janet Renaud,916702,39.0,Male,2,
Robert Schusterman,935836,31.0,Female,0,
Luis Redmond,914821,34.0,Male,1,
Paul Macinnes,941834,44.0,Male,,
Martin Clay,943796,28.0,Female,0,
Jack Carpenter,910246,38.0,Male,1,2467
Sara Maxwell,911050,40.0,Male,2,
Darrell Wells,937007,25.0,Female,0,
Betty Kimpton,936198,22.0,Female,0,
Louis Williamson,923394,48.0,Male,2,20
June Hailey,924597,48.0,Male,1,7955
Mary Robleto,911362,25.0,Male,2,
Jamie Lamontagne,934161,39.0,Female,,7353
Terry Duby,927373,36.0,Male,1,
Joseph May,944090,31.0,Female,0,
Ethel Alonso,929621,32.0,Female,0,
Jonathan Lantrip,940118,36.0,Male,1,
Gail Adams,928635,37.0,Female,,9737
Jeffrey Schneider,932730,41.0,Male,2,
Danielle Espinal,917280,44.0,Female,,2716
Jessie Brown,897640,57.0,Male,1,2434
John Callahan,932879,38.0,Male,1,
June Murry,913211,49.0,Male,1,5520
Lucretia Greenwood,910158,51.0,Male,2,9469
Joan Coombe,908617,55.0,Male,1,7461
James Ryan,929964,34.0,Female,0,
Craig Calvert,930852,34.0,Female,2,
Casey Hertel,926080,38.0,Male,2,
Catherine Swagerty,897591,48.0,Male,2,166
Ricardo Whitfield,896910,39.0,Male,,7022
Andrea Murray,913772,48.0,Male,2,3240
Jane Jackson,939310,34.0,Male,1,
George Rodriguez,919956,34.0,Female,0,
Paula Keyes,911652,43.0,Male,1,
James Pfeffer,900174,52.0,Male,1,3196
Stacy Urbine,913977,48.0,Male,2,
Bobby Daggett,908689,45.0,Male,1,4066
Linda Castillo,910991,35.0,Male,2,
Bennie Christian,942380,32.0,Male,1,
Vanessa Rosenberg,907253,49.0,Male,0,4319
Tina Smith,901095,48.0,Male,1,
Linda Mcdonald,905455,45.0,Male,0,
Edna Swift,916755,32.0,Female,1,861
Nicholas Ward,927554,33.0,Male,0,
Peter Frakes,938933,25.0,Male,1,
Floyd Trofholz,922601,20.0,Female,0,
Carol Bumgarner,926139,36.0,Male,1,
Jerry Nelson,907433,44.0,Male,1,4381
Elizabeth Roberts,933465,47.0,Male,,
Kathryn Searing,939940,37.0,Male,2,
Sean Jackson,919442,17.0,Female,0,
John Ybanez,905701,44.0,Female,2,841
Carmen Puga,942596,38.0,Female,2,6425
Fay Rowe,901873,55.0,Male,,
Deborah Masciantonio,920601,26.0,Female,0,
Jordan Hartley,923994,43.0,Male,0,9994
Dennis Vinson,898204,48.0,Male,2,9505
David Giles,938778,33.0,Male,1,
Malcolm Reece,920188,29.0,Female,0,
Roy Barnes,899841,51.0,Male,,1486
Gerald Wood,931118,26.0,Female,0,
Joyce English,905365,30.0,Male,2,
Edna Carter,916233,40.0,Male,,
Betty Wagner,946028,34.0,Female,0,
Charles Morgan,929220,32.0,Female,,3436
John Huisenga,912969,36.0,Female,1,6492
Aida Peterson,935090,48.0,Female,2,4637
Steve Burton,945929,30.0,Female,0,
Eric Torres,907536,51.0,Male,1,7225
Wilbur Daniels,906804,51.0,Male,1,4594
Daniel Gray,924000,58.0,Male,2,9461
Rachel Hernandez,901623,41.0,Male,1,1708
Joseph Brookman,940424,49.0,Male,,
Mary Yacko,938385,34.0,Female,1,
Charles White,926751,34.0,Male,1,
John Lorman,930468,36.0,Female,0,
Hugh Bass,940244,40.0,Male,,
Jeanne Hernandez,914132,45.0,Male,1,9464
Robert Kohl,912435,45.0,Male,,
Douglas Hobbs,907985,46.0,Male,2,5904
Sherrie Weisner,919154,20.0,Female,0,
Dorothy Collins,918877,46.0,Female,,1103
Roy Kelley,934649,36.0,Female,2,8231
Virginia Pettis,897931,55.0,Male,1,
Richard Stuzman,911392,38.0,Male,3,
Elaine Davenport,907620,49.0,Male,1,4872
Clara Martin,898961,58.0,Male,2,1698
Carrie Collado,907047,56.0,Male,1,6122
Maria Lopez,909579,54.0,Male,2,9388
Roberto Conkle,924766,52.0,Male,2,8802
Jessie Campbell,939000,30.0,Male,,
Richard Gates,925859,40.0,Male,2,
Billy Leblanc,900694,53.0,Male,2,4896
Billy Huggard,940020,37.0,Male,,
Derrick Moberg,935945,23.0,Female,0,
Shannon Odonnell,930635,26.0,Female,0,
Lucile Sharley,938651,38.0,Male,0,
Robert Conger,943993,25.0,Female,0,
James Russo,901615,49.0,Male,2,6778
Rhonda Gentile,915831,39.0,Male,,
Benjamin Gardner,896824,51.0,Male,,1648
Tommy Ruiz,925256,45.0,Male,2,
Sandra Howell,922610,31.0,Female,0,
Mike Engel,939104,39.0,Male,2,
Inez Snell,942223,47.0,Male,,
Anthony Hardy,936089,32.0,Female,0,
Audrey Lockwood,925695,39.0,Male,2,
Felisha Rose,930550,32.0,Female,0,
Charlotte Villalba,930116,32.0,Female,0,
Timmy Moon,923323,51.0,Male,,8906
Elizabeth Sharpe,912746,45.0,Male,2,
Brian Campbell,936565,25.0,Female,0,
Russell Gray,907886,46.0,Male,2,3560
Robert Deboer,902136,44.0,Male,3,
Deborah Foreman,939403,43.0,Male,1,
Annette Abramson,940419,41.0,Male,,
Gina Bonilla,940847,46.0,Male,1,
William Knowles,928291,39.0,Female,,7238
Martha Rojas,916759,38.0,Female,2,1810
Jaime Palmer,917802,34.0,Female,1,3869
Ella Tooze,921493,27.0,Female,0,
Margaret Sisco,898255,55.0,Male,2,7253
Virginia Carlton,901194,52.0,Male,1,
Dorothy Lapierre,924659,51.0,Male,1,337
Syble Stinnett,915787,44.0,Male,2,
Stephen Chalifoux,939619,40.0,Male,1,
Kenneth Pederson,930825,30.0,Female,0,
Kathleen Hernandez,922646,39.0,Female,0,
Virginia Brown,943515,36.0,Female,0,
Lee Cross,908080,53.0,Male,,1572
Ruth Lariviere,911830,40.0,Male,1,
Machelle James,917283,32.0,Female,,1403
Eleanor Battle,924938,37.0,Male,2,
Pam Tong,923235,28.0,Female,0,
Tricia Moy,933125,34.0,Male,,
Nancy Asmussen,940386,46.0,Male,3,
Vera Fischer,908094,46.0,Male,2,3422
Lita Mcanally,938184,31.0,Female,0,
Heidi Taft,932811,37.0,Male,1,
Joe Winsor,933064,38.0,Male,1,
Tamika Schofield,907668,51.0,Male,,4936
Charles Roark,912143,43.0,Male,1,
Manuel Sloan,913789,53.0,Male,,1991
Shelley Thayer,906378,30.0,Female,1,3457
Joy Sanchez,939362,52.0,Male,,
Joyce Sandoval,926224,29.0,Male,2,
Pamela Miller,897448,50.0,Male,1,7687
Anastacia Lauritzen,924840,48.0,Male,1,
Larry Fuller,918301,41.0,Female,1,7257
Julio Branche,906242,45.0,Female,2,4867
John Vasquez,909465,54.0,Male,1,975
Melissa French,906122,35.0,Female,,7064
Octavio Cables,933483,21.0,Male,,
Roger Howard,918696,42.0,Female,3,879
Peter Karalis,906464,39.0,Female,,1517
David Duffy,921733,24.0,Female,0,
Michael Cannon,920052,23.0,Female,0,
Lynn Lancaster,934456,35.0,Female,2,5685
Bryan Eledge,942374,33.0,Male,,
George Newman,913711,57.0,Male,1,1283
Earline Pollak,930707,32.0,Female,0,
Robert Harrison,912529,41.0,Male,1,
Harold Lane,899430,51.0,Male,1,8978
Janet Coles,913837,56.0,Male,2,2834
Daryl Paquette,927900,43.0,Female,,7017
Toni Obrien,939336,45.0,Male,1,
Elizabeth Dunsford,915121,46.0,Male,0,
Sarah Dotson,900655,52.0,Male,1,
Thelma Dahlberg,898838,52.0,Male,2,9586
Mary Chase,935249,28.0,Female,0,
Joshua Watts,925935,39.0,Male,,
Larry Snyder,921342,32.0,Female,0,
Darcy Hack,945388,35.0,Female,0,
Debbie Warren,916253,31.0,Male,0,
Steven Nicklas,900522,58.0,Male,,
Pat Cox,932976,38.0,Male,,
Carl Hill,917330,42.0,Female,1,4124
Louise Fisher,933330,43.0,Male,1,
Bonnie Dewitt,911080,38.0,Male,3,
Dorothy Cole,913110,39.0,Female,0,
Brad Parraga,917168,43.0,Female,0,9845
Karen Smallman,905057,35.0,Male,2,
Angie Wright,942741,47.0,Female,2,7739
Richard Watson,932332,52.0,Male,,3136
William Wright,907477,49.0,Male,1,
Alfred Mcwhorter,902065,60.0,Male,1,6868
Melinda Burns,916134,40.0,Male,2,
Kimberly Cokley,941665,37.0,Male,,
Solange Love,904917,32.0,Male,1,
Walter Schulle,941235,40.0,Male,1,
Kathy Melia,903710,43.0,Male,1,
Eddie Jones,921078,36.0,Female,0,
Douglas Andrews,902424,45.0,Male,2,
Christopher Gonzales,945335,32.0,Female,0,
Frances Ribeiro,905553,48.0,Female,,9471
John Stinebaugh,904065,44.0,Male,1,
Bryant Castro,940804,43.0,Male,1,
Marie Weibel,933669,42.0,Male,1,
Harold Powell,931905,36.0,Female,0,
Angela Hackworth,931098,27.0,Female,0,
Jeff Miscione,936357,30.0,Female,2,
Billy Padilla,904016,39.0,Male,2,
Jessica Butler,923758,45.0,Male,1,4697
Mary Mullins,915030,41.0,Male,1,
William Johnson,899908,49.0,Male,,95
Christine Gregory,930543,33.0,Female,0,
Mary Prince,914911,47.0,Male,2,
Danny Gaylor,938650,49.0,Male,2,
Andrea Boysen,911224,32.0,Male,1,
Pamela Shields,943840,33.0,Female,0,
David Sweeney,942617,36.0,Female,1,7817
Dave Palmer,940754,34.0,Male,1,
Eric Dobkowski,903185,36.0,Male,0,
Osvaldo Solari,940722,37.0,Male,2,
John Folsom,913981,39.0,Male,1,6518
Jose Palm,905843,40.0,Female,2,2855
Roberto Han,923498,42.0,Male,1,7626
Christopher Murray,913993,53.0,Male,1,474
Jeremy Melcher,942147,40.0,Male,0,
Abraham Speaks,937697,39.0,Female,0,
Catherine Ohara,929824,27.0,Female,0,
Elenora Wilson,926429,37.0,Male,2,
Eric Creasman,926668,37.0,Male,1,
Robert Miranda,905040,42.0,Male,2,
Mary Herzig,932563,58.0,Male,2,
Damon Parks,919581,28.0,Female,0,
Cindy King,937845,32.0,Female,0,
Kenneth Hersha,901791,47.0,Male,1,9762
Matthew Tsai,938279,28.0,Female,0,
Jack Moser,945450,38.0,Female,0,
Brandon Mckinney,929355,31.0,Female,0,
Joe Kelly,927353,38.0,Male,,
Karin Jones,911029,38.0,Male,2,
Jeffrey Taylor,914862,39.0,Male,,
Michael Paradee,911986,39.0,Male,1,
Ethel Gowan,899553,50.0,Male,,9933
Allan Carlson,916819,43.0,Female,2,
Mark Gibney,942994,39.0,Female,0,
Donald Fruits,931991,48.0,Male,1,5961
Heather Surita,932037,57.0,Male,2,1348
Steven Johnson,915926,39.0,Male,2,
Christopher Maser,897919,41.0,Male,2,1918
Elijah Inciong,928072,38.0,Female,3,9906
Kimberly Johnson,918090,32.0,Female,,
Louise Bowden,919246,31.0,Female,0,
Manuel Keeler,897369,51.0,Male,2,3931
Patricia Person,913436,43.0,Male,,9841
Donald Flores,914306,50.0,Male,1,152
Stephanie Karp,910433,54.0,Male,,7332
Miguel Colvard,924990,46.0,Male,2,
Adolfo Weise,941849,37.0,Male,2,
David Gillham,906637,24.0,Female,2,
Luis Bailey,930562,34.0,Female,2,
Kathleen Williams,935397,33.0,Female,0,
Ronald Yarbrough,904312,37.0,Male,1,
Louis Gross,906080,35.0,Female,1,1453
Sandra Champlin,935250,30.0,Female,0,
Helga Stout,909375,43.0,Male,1,771
Edward Platt,927491,40.0,Male,1,
Lewis Johnson,898728,54.0,Male,2,4493
Kara Toscano,908015,60.0,Male,,5708
Frank Autry,899059,56.0,Male,2,5811
Marie Hruska,917349,37.0,Female,2,7829
Mary Wilson,919786,34.0,Female,0,
John Hedlund,929780,29.0,Female,0,
Barry Brannon,938180,29.0,Female,0,
Arthur Pete,901445,51.0,Male,,5092
Brent Ledesma,908715,59.0,Male,2,6486
Donald Guest,906664,36.0,Female,0,
Robert Thomas,901798,44.0,Male,1,2829
Tanya Cantu,924472,52.0,Male,2,2164
Larry Green,906140,33.0,Female,1,4183
Richard Crothers,915316,44.0,Male,2,
Michael Nelson,941110,47.0,Male,,
William Roback,896743,60.0,Male,2,8689
Melba Fabre,939561,33.0,Male,1,
Leland Page,926513,34.0,Male,,
Kathryn Catano,925123,41.0,Male,1,
Daniel Vaughn,921387,33.0,Female,0,
Christopher Burris,928577,32.0,Female,2,4229
Angela Gross,914490,34.0,Male,1,
Barbara Lang,925226,43.0,Male,2,
Dorothea Ovalle,932442,40.0,Male,,1367
Alicia Miske,914225,47.0,Male,2,4091
Athena Goff,942817,32.0,Female,0,
Ollie Leary,914985,40.0,Male,,
Willie Cheney,918851,34.0,Female,2,1277
Jose Cumings,914250,48.0,Male,1,6253
Mary Walker,899817,57.0,Male,1,7810
Elnora Zuniga,940282,44.0,Male,,
Eartha Vigil,906021,36.0,Female,2,3846
Jacqueline Creamer,917220,43.0,Female,2,3608
James Thompson,927455,39.0,Male,2,
Annie Jones,945285,35.0,Female,0,
Marion Sherman,936975,18.0,Female,0,
Richard Savage,907638,54.0,Male,1,1614
Geraldine Nunez,897114,46.0,Male,1,2709
Janette Rivet,907109,47.0,Male,1,9239
Denise Drake,901069,47.0,Male,1,
Miguel Banks,945700,22.0,Female,0,
Elsie Butler,916493,35.0,Male,2,
Tracy Brunetto,915591,35.0,Male,2,
Ellie Miller,942800,29.0,Female,0,
Jeremy Davis,907181,51.0,Male,2,1306
Alice Rojas,917589,42.0,Female,1,1755
Kim Carpenter,927804,43.0,Male,2,
Jonathan Pipkins,933196,35.0,Male,1,
Jacqueline Diaz,929746,26.0,Female,0,
George Marashi,934452,31.0,Female,1,3147
Celeste Seymore,940516,42.0,Male,3,
Carol Aaron,897455,54.0,Male,1,3180
Joel Howerton,926691,37.0,Male,1,
Joel Wheat,920490,30.0,Female,0,
Rodney Quigley,926957,51.0,Male,1,
John Cardenas,944975,19.0,Female,0,
Robert Smith,936726,23.0,Female,0,
Blanca Mathis,934586,44.0,Female,,7235
Tina Wagner,927459,32.0,Male,1,
Timothy Whitney,941523,37.0,Male,1,
John Lukas,915287,30.0,Male,1,
Lee Scott,917369,33.0,Female,,2493
Gordon Sparks,925158,35.0,Male,,
Jennifer Brackenridge,934892,37.0,Female,1,4483
Angel Stafford,912928,42.0,Female,2,7253
Katherine Bryant,912763,41.0,Male,1,
Raymond Kenkel,940629,39.0,Male,,
Shelton Oliver,919906,19.0,Female,0,
Tara Duckworth,934226,39.0,Female,2,5935
Marilyn Derentis,940694,41.0,Male,1,
John Bailey,923220,22.0,Female,0,
Annie Fitzpatrick,924391,46.0,Male,1,2678
Judy Nieves,939973,41.0,Male,1,
Lucille Goodson,906859,47.0,Male,2,2789
Deshawn Gauthier,917244,46.0,Female,2,6334
Christopher Stacy,897059,43.0,Male,1,
Doyle French,943734,26.0,Female,0,
Elvin Mannon,944045,37.0,Female,0,
Nikki Mancine,925301,38.0,Male,0,
Stanley Wallace,934124,36.0,Female,2,5387
Naoma Garcia,925622,41.0,Male,1,
Robert Nickerson,900264,50.0,Male,1,9162
Mathew Coleman,901794,42.0,Male,1,5346
Jessica Wright,932362,44.0,Male,1,768
David Horner,944933,28.0,Female,0,
Thomas Kelly,915622,38.0,Male,,
Catherine Duncan,926844,43.0,Male,2,
Joseph Burchett,941430,47.0,Male,2,
Linda Groth,933815,45.0,Male,2,
Nathan Blackmon,942911,25.0,Female,0,
Krystin Degraw,896466,51.0,Male,2.0,580.0
Shirley Thompson,912340,34.0,Male,1,
Sarah Ryan,940891,37.0,Male,0,
Ray Clark,941454,31.0,Male,1,
Gregory Smith,925434,43.0,Male,2,
Doug Gutierrez,905484,35.0,Male,1,
Betty Carter,923712,44.0,Male,,736
Christina Escobar,898247,40.0,Male,2,797
Steven Cotton,912679,37.0,Male,,
Eleanor Rawlinson,935760,31.0,Female,0,
Freda Scanlon,938408,48.0,Male,2,955
Madaline Tucker,921525,29.0,Female,0,
Vicky Campbell,917363,42.0,Female,0,2197
Florence Pool,931371,34.0,Female,0,
Jeanie Mcclain,911507,36.0,Male,,
Vi Berardino,922148,35.0,Female,0,
Clay Visvardis,908990,52.0,Male,2,
Toni Colarusso,925680,44.0,Male,2,
Carol Little,926657,43.0,Male,2,
Maria Vantassel,900221,47.0,Male,1,
John Campbell,935199,28.0,Female,0,
Leslie White,901522,50.0,Male,2,6429
Anna Groves,934682,46.0,Female,3,302
John Rowland,945925,40.0,Female,0,
Deborah Perry,903274,34.0,Male,0,
Thomas Schmidt,940783,42.0,Male,2,
Mario Matthews,934401,31.0,Female,1,693
Allison Mueller,908992,51.0,Male,0,6006
Raymond Biggerstaff,925896,39.0,Male,1,
Stacy Rogers,907289,54.0,Male,2,3488
James Hallum,920239,28.0,Female,,
Jonathan Watson,932150,46.0,Male,,2444
Nichole Cooper,906939,57.0,Male,,8846
Fred Sloan,942304,42.0,Male,,
Ernest Arons,919662,22.0,Female,0,
Sherrie Elias,898436,55.0,Male,2,840
Genaro Shultz,919515,27.0,Female,0,
Glen Marchiori,897447,47.0,Male,2,1061
Francisco Gurule,902468,48.0,Male,,
Mary Bennett,918107,39.0,Female,1,7750
Sylvia Harden,919658,23.0,Female,0,
Nicole Wood,912098,43.0,Male,,
Jacque Long,898824,52.0,Male,1,2121
Lester Whitehead,910060,55.0,Male,,7652
Robert Austin,901684,55.0,Male,2,271
Carroll Ramsey,926090,34.0,Male,1,
Benjamin Harris,920257,34.0,Female,0,
Clara Carey,930322,26.0,Female,0,
Bessie Burton,919375,25.0,Female,0,
Virgil Mosqueda,940102,34.0,Male,1,
Ernest Stewart,902562,41.0,Male,1,
Lillian Sanders,934699,42.0,Female,1,7126
Clara Coffman,941993,31.0,Male,1,
William Borrow,909971,58.0,Male,2,1056
Victoria Peterson,913008,29.0,Female,1,
Bethany Williams,905337,41.0,Male,,
John Franck,930398,28.0,Female,0,
Joyce Flowers,917800,29.0,Female,2,3924
Lois Brown,916827,37.0,Female,3,9227
Michael Coller,911067,42.0,Male,1,
Clarence Pope,930859,32.0,Female,0,
Sonny Tran,937254,30.0,Female,0,
Jesica Moore,926716,38.0,Male,2,
Michael Legge,897830,50.0,Male,1,6231
Penny Johnson,933579,41.0,Male,2,
Barbara Floer,938083,30.0,Female,0,
Theresa Munoz,912561,38.0,Male,3,
Linda Alfaro,942144,36.0,Male,1,
Charles Brooks,918405,35.0,Female,,3695
Cynthia Robertson,923351,49.0,Male,1,5273
Raymond Mallon,904901,43.0,Male,1,
Joe Brown,929105,21.0,Female,,5096
Daniel Hollomon,918855,40.0,Female,1,9988
Cheri Lawrence,909613,46.0,Male,1,1240
Megan Katayama,915129,34.0,Male,2,
Roger Sandiford,935925,34.0,Female,0,
Dwight Parker,932876,42.0,Male,2,
John Brown,929465,23.0,Female,0,
John Davis,897980,42.0,Male,1,1363
David Shoup,904561,38.0,Male,2,
Michael Lewis,917075,41.0,Female,,
Freddy Reynolds,934663,43.0,Female,2,7985
Antonia Harryman,899293,54.0,Male,2,2184
Bobby Robinson,941250,39.0,Male,2,
Ronald Barton,912484,40.0,Male,,
Elaine Armenta,923656,56.0,Male,2,5823
Evelynn Sharley,920496,29.0,Female,0,
Mary Brisbon,940485,39.0,Male,1,
Carroll Mcdaniel,906279,48.0,Female,2,1693
James Campbell,943679,30.0,Female,0,
Patrick Mellin,920346,31.0,Female,1,
Rachel Cline,920078,28.0,Female,1,
Pam Walker,940135,40.0,Male,,
Laura Pacific,909637,51.0,Male,2,6412
David Black,913859,42.0,Male,1,1068
